Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
45666;789,77;274,8633573;211,8851392;1,297228104;0,636987114;46074;241,1301662;0,748377581;0,99114468;0,920029115;0,87727287;0,006018994;0,002199087;0,769607688;0,998356721;CALI
55722;897,584;318,9323359;225,0086389;1,417422626;0,708704064;56736;266,3596327;0,779274177;0,98212775;0,869133231;0,835160323;0,005723634;0,001717636;0,697492765;0,988642027;CALI
55938;909,933;347,2764794;205,5303842;1,689660051;0,806059118;56664;266,8753897;0,73155995;0,987187632;0,848980993;0,768481039;0,006208239;0,001335614;0,590563108;0,99785089;CALI
56270;920,481;374,09942;194,0923458;1,927430052;0,854880123;57445;267,6661898;0,766621253;0,979545652;0,834559148;0,7154948;0,006648293;0,001074771;0,511932809;0,986714681;CALI
56675;898,464;344,9441908;210,2250507;1,640832953;0,79282715;57180;268,6277186;0,753977756;0,991168241;0,882266994;0,778757045;0,006086355;0,001380845;0,606462534;0,995103711;CALI
56679;911,133;355,9458366;204,8914494;1,73724105;0,817713549;57531;268,637198;0,810301939;0,985190593;0,857962864;0,754713696;0,00628003;0,001256812;0,569592763;0,98951993;CALI
56834;910,081;341,5703246;212,3913014;1,608212401;0,783169393;57509;269,0042682;0,806453444;0,988262707;0,862299217;0,787551637;0,006009965;0,001426159;0,62023758;0,997473768;CALI
58102;907,665;334,8035816;223,8662565;1,495551794;0,743577709;58986;271,9885366;0,805294525;0,985013393;0,886236776;0,812382398;0,005762342;0,001548178;0,659965161;0,987012081;CALI
59338;940,712;352,1829755;215,7836786;1,632111278;0,790313002;59999;274,8663095;0,793076717;0,98898315;0,842615415;0,780464499;0,005935201;0,0013584;0,609124834;0,994159511;CALI
59652;964,522;378,7807886;204,0263776;1,856528519;0,842536203;61244;275,5926075;0,765721474;0,974005617;0,805769078;0,727578103;0,006349842;0,001097643;0,529369896;0,982790308;CALI
60633;957,86;365,2227575;212,5224049;1,718514138;0,813261752;61556;277,8494796;0,705773484;0,985005523;0,830452593;0,760767159;0,006023498;0,001244617;0,57876667;0,994618705;CALI
61105;962,336;366,6975351;213,6564854;1,716294895;0,812722861;61842;278,9288482;0,674604489;0,988082533;0,829150081;0,760651004;0,006001105;0,001239232;0,57858995;0,993030977;CALI
61129;964,969;369,3481688;210,9473449;1,750902193;0,820856751;61796;278,9836198;0,750113507;0,989206421;0,824955328;0,755340471;0,00604211;0,00121322;0,570539227;0,998958384;CALI
61204;953,807;376,0897293;208,6121823;1,802817674;0,832058917;61712;279,1547118;0,767150073;0,991768214;0,84541249;0,742255611;0,006144855;0,00115055;0,550943392;0,993250484;CALI
61422;968,493;363,9807572;216,3316136;1,682513023;0,804207199;62310;279,6514247;0,712949206;0,985748676;0,82288822;0,768313762;0,005925902;0,001273763;0,590306036;0,993197594;CALI
61464;948,743;361,5067374;217,5064023;1,662051018;0,798747599;62161;279,7470203;0,789518304;0,988787182;0,858091332;0,773836256;0,005881601;0,001300983;0,598822552;0,995273632;CALI
61944;955,718;361,9657801;219,9610851;1,645590082;0,794178345;62873;280,8372311;0,70713136;0,985224182;0,852215795;0,775866799;0,005843436;0,001306161;0,60196929;0,990594693;CALI
62114;961,586;360,3624473;220,2068869;1,636472194;0,791576121;62796;281,2223339;0,768357249;0,989139436;0,844156752;0,780387457;0,00580163;0,001327306;0,609004583;0,996619067;CALI
62128;937,54;354,1882333;224,6542455;1,576592655;0,773104028;62849;281,2540247;0,735817325;0,988528059;0,888214023;0,794080656;0,005700944;0,001398251;0,630564089;0,994142711;CALI
62719;964,622;363,7687768;221,9326844;1,639095105;0,792330024;63475;282,5885897;0,797180843;0,988089799;0,847021948;0,776835748;0,005799977;0,001302935;0,603473779;0,989150917;CALI
62911;950,094;361,4241806;222,9701851;1,620952955;0,787025042;63883;283,0207996;0,777254757;0,984784685;0,875796694;0,783071014;0,005745008;0,001332524;0,613200213;0,993968698;CALI
63409;990,243;374,8087513;218,0335152;1,719041915;0,81338955;64645;284,13878;0,764369063;0,980880192;0,812600726;0,758090036;0,005910971;0,001204264;0,574700503;0,987934254;CALI
63716;979,012;373,0874676;218,6783262;1,706101716;0,810215919;64479;284,8257903;0,752255018;0,98816669;0,835376661;0,763428995;0,005855475;0,001226921;0,58282383;0,994356737;CALI
64132;968,793;380,8541775;215,9688009;1,763468501;0,823673539;65166;285,7540874;0,743404275;0,98413283;0,85866283;0,750297894;0,005938598;0,00116091;0,56294693;0,992739179;CALI
64137;1007,701;393,1304149;213,5250628;1,841144125;0,839641806;66763;285,7652265;0,798707364;0,960666836;0,793697709;0,726896764;0,006129542;0,001055598;0,528378906;0,972821718;CALI
64429;952,229;358,2573631;229,9439759;1,558020217;0,766838421;65054;286,4149972;0,731781836;0,990392597;0,892911564;0,799467162;0,005560499;0,001401187;0,639147743;0,995805104;CALI
64445;972,438;371,2981495;222,6643886;1,66752372;0,800231193;65116;286,4505585;0,784575116;0,989695313;0,856397221;0,771483938;0,005761473;0,001258986;0,595187466;0,992489218;CALI
64456;957,016;357,0359673;230,7953004;1,546981099;0,76298151;65050;286,4750043;0,745587045;0,990868563;0,884371661;0,802370155;0,00553922;0,001416209;0,643797865;0,995943129;CALI
64474;983,303;381,6531652;216,7944165;1,760438167;0,823000671;65241;286,5150021;0,789281036;0,988243589;0,837953174;0,750720885;0,005919489;0,001159786;0,563581848;0,992150995;CALI
64571;973,638;367,600901;225,4166781;1,63076177;0,789919656;65393;286,7304495;0,802094332;0,987429847;0,855957783;0,780004751;0,005692972;0,001299894;0,608407412;0,992167549;CALI
64588;979,277;378,6367712;219,3767145;1,725966095;0,815053532;65794;286,7681916;0,814764356;0,981670061;0,846351156;0,757370159;0,005862339;0,001189826;0,573609558;0,990030648;CALI
64605;996,636;385,5914274;216,2022804;1,783475302;0,828016978;66097;286,8059288;0,787097953;0,977427115;0,817340189;0,743807845;0,005968446;0,001126896;0,553250111;0,986707908;CALI
64840;993,808;391,2499005;212,0103957;1,845427906;0,840456033;65580;287,3270821;0,769522905;0,988716072;0,824988497;0,734382505;0,006034082;0,001082631;0,539317664;0,995271867;CALI
65019;985,505;384,2500817;217,5845569;1,765980487;0,824228275;66378;287,7234123;0,780380955;0,979526349;0,841264351;0,748792065;0,005909812;0,001146036;0,560689557;0,990166817;CALI
65488;984,521;384,4974309;218,9054779;1,75645413;0,822109888;66604;288,7592619;0,790860566;0,98324425;0,849027238;0,751004399;0,005871265;0,001152077;0,564007607;0,990653491;CALI
65635;978,997;371,9755563;225,3596423;1,65058638;0,795582474;66337;289,0831671;0,797635106;0,98941767;0,860562925;0,777156354;0,005667335;0,001275241;0,603971999;0,996907955;CALI
66144;980,922;369,5828203;228,7993346;1,615314227;0,785332189;66817;290,2019236;0,794427096;0,989927713;0,863836139;0,785214863;0,005587549;0,001310253;0,616562381;0,995941986;CALI
66358;981,292;376,3855561;226,5694504;1,661237009;0,798525438;67547;290,6709991;0,68608354;0,982397442;0,865977555;0,772269271;0,005672045;0,001244499;0,596399827;0,990761465;CALI
66494;974,808;380,0148486;224,623616;1,691784931;0,806604379;67416;290,9687102;0,763246097;0,986323721;0,879334583;0,765677213;0,005715025;0,00121166;0,586261594;0,991828531;CALI
66505;1006,768;397,1233799;214,1131347;1,85473619;0,842203207;67219;290,9927764;0,755463922;0,989378003;0,8245279;0,732751561;0,005971331;0,001061886;0,53692485;0,995853951;CALI
66792;987,871;379,9628079;227,0415426;1,673538699;0,801841916;68160;291,619985;0,77413971;0,979929577;0,860070079;0,767496131;0,005688747;0,00121759;0,589050311;0,985798492;CALI
66832;1016,277;396,1902317;217,0426707;1,825402491;0,836593355;67791;291,7072938;0,764126135;0,985853579;0,813148992;0,736280883;0,005928152;0,001074665;0,542109539;0,989568103;CALI
66873;1002,723;381,9451177;225,9835719;1,690145503;0,806183903;69064;291,7967582;0,775078524;0,968275802;0,835792976;0,76397562;0,0057115;0,001200184;0,583658748;0,986468209;CALI
66874;1024,488;408,2395189;209,5480011;1,948190948;0,858211215;67877;291,7989399;0,80164467;0,985223272;0,800669736;0,714773868;0,006104607;0,000982906;0,510901682;0,995334032;CALI
66942;1014,517;394,2578999;218,2104914;1,80677793;0,832868149;67661;291,9472583;0,715536316;0,989373494;0,817315791;0,740498182;0,005889545;0,001092339;0,548337558;0,990724198;CALI
67055;1011,117;396,7678305;217,68541;1,822666161;0,836054222;68471;292,193562;0,797362538;0,979319712;0,82421062;0,736434609;0,005917051;0,001073549;0,542335933;0,988497353;CALI
67407;990,057;386,6966178;223,5914566;1,729478504;0,815888703;68200;292,9594818;0,743022487;0,988372434;0,864160608;0,757595149;0,005736743;0,001165719;0,57395041;0,992634896;CALI
67593;992,946;392,317798;222,2408038;1,765282483;0,824074406;68881;293,3633933;0,724376286;0,981301084;0,861510004;0,74776978;0,005804119;0,001119406;0,559159643;0,987074724;CALI
67666;982,672;379,873759;228,4246769;1,663015415;0,799010301;68581;293,5217659;0,769237765;0,986658112;0,880568621;0,772682395;0,005613953;0,001234391;0,597038083;0,992883536;CALI
67976;995,582;382,4644112;229,656314;1,665377296;0,79965139;69399;294,193357;0,725123741;0,979495382;0,861809738;0,769204528;0,005626462;0,001215017;0,591675606;0,985363121;CALI
68033;1005,269;384,9832288;226,3186333;1,70106731;0,808958166;68739;294,3166763;0,66589343;0,989729266;0,845989369;0,764492202;0,005658772;0,001192324;0,584448327;0,994185943;CALI
68100;1014,884;384,1957345;227,0617879;1,692031663;0,806667535;69047;294,4615645;0,72262309;0,986284705;0,830852947;0,766436319;0,005641641;0,001200852;0,587424631;0,993941075;CALI
68352;1003,918;399,5254213;219,8800951;1,817014956;0,834931945;69077;295,0058802;0,783000172;0,989504466;0,852245288;0,738390762;0,005845117;0,00107181;0,545220917;0,990674561;CALI
68394;992,182;377,7808445;232,6215928;1,624014521;0,787935299;69082;295,0965019;0,729536;0,990040821;0,87306219;0,781131458;0,005523596;0,001268523;0,610166355;0,99091902;CALI
68496;991,032;385,057987;228,0131804;1,688753195;0,805825673;69171;295,3164673;0,777709653;0,990241575;0,876394652;0,766940246;0,005621613;0,001199739;0,588197341;0,993320139;CALI
68511;1014,54;393,7455185;223,5987805;1,760946628;0,823113853;69282;295,3488013;0,81370849;0,988871568;0,836434276;0,750100731;0,005747187;0,001122312;0,562651107;0,990798569;CALI
68562;984,765;384,871051;229,5108679;1,676918633;0,802738013;69637;295,4587106;0,788522139;0,984562804;0,888440059;0,767682344;0,005613475;0,001202646;0,589336181;0,988268824;CALI
68566;1008,527;377,992253;234,0837482;1,614773584;0,785168752;69879;295,4673292;0,749109582;0,981210378;0,847117433;0,781675621;0,005512823;0,00126958;0,611016777;0,986653751;CALI
68602;1028,917;393,7589285;223,1578972;1,764485745;0,823898513;69599;295,5448853;0,664876914;0,985675082;0,814302852;0,750573165;0,005739759;0,001123687;0,563360076;0,994040824;CALI
68752;1025,143;403,6652478;218,4574089;1,847798387;0,840903827;69504;295,8678171;0,798059177;0,989180479;0,822103125;0,732953403;0,005871324;0,001045253;0,537220691;0,992675527;CALI
68934;1013,374;400,5776187;221,3945774;1,809337986;0,833388027;70217;296,2591683;0,82252291;0,981728072;0,843536402;0,739579933;0,005811031;0,001072441;0,546978477;0,989668935;CALI
68988;1015,946;384,3988557;230,8984362;1,664796271;0,799493982;70406;296,375184;0,767300634;0,979859671;0,839928213;0,771009538;0,005571967;0,001214583;0,594455707;0,989647645;CALI
69034;990,33;386,0383345;229,1118279;1,684934113;0,804837664;69937;296,4739765;0,761544402;0,98708838;0,884530946;0,767991026;0,005592003;0,001199974;0,589810216;0,993791352;CALI
69144;997,499;383,3073234;231,6006247;1,655035792;0,796820163;70302;296,7100859;0,744508571;0,983528207;0,873251672;0,774078834;0,005543609;0,001227759;0,599198041;0,991694205;CALI
69189;1010,92;394,55423;225,4710506;1,749910816;0,820631527;70236;296,806622;0,790261787;0,985093115;0,850772298;0,752258117;0,005702557;0,001126463;0,565892274;0,990261011;CALI
69221;1034,794;420,1858938;212,6011487;1,976404626;0,862551506;70186;296,8752508;0,803960511;0,986250819;0,81234391;0,706533121;0,006070208;0,000933068;0,49918905;0,986599549;CALI
69371;996,596;380,2824066;234,1764383;1,623914043;0,787905523;70667;297,196737;0,808143057;0,981660464;0,877706955;0,781515873;0,005481864;0,001261419;0,61076706;0,991833205;CALI
69518;1013,957;393,94202;228,4296567;1,724566003;0,814718959;71385;297,5114564;0,748084539;0,973846046;0,849704773;0,755216355;0,005666763;0,001137104;0,570351743;0,983609225;CALI
69589;994,969;376,5211208;237,2792032;1,586827314;0,776442343;70481;297,6633445;0,758397088;0,987344107;0,883347044;0,790562144;0,005410641;0,001303685;0,624988504;0,991748829;CALI
69600;1009,582;396,9247148;225,5600601;1,759729602;0,822842757;70818;297,6868696;0,740488552;0,982800983;0,858096056;0,749983205;0,005702941;0,001112973;0,562474807;0,989803568;CALI
69648;1038,597;400,3222294;224,724079;1,78139446;0,827573088;71221;297,7895025;0,780710899;0,977913818;0,811380164;0,743874511;0,005747792;0,001085624;0,553349288;0,985733356;CALI
69655;1015,666;394,0279856;226,1441707;1,74237516;0,818904916;70262;297,8044669;0,788023803;0,991360906;0,848516578;0,755795217;0,005656851;0,0011386;0,57122641;0,995290708;CALI
69693;1028,815;401,549167;223,9066604;1,793377501;0,830105017;71239;297,8856888;0,815981735;0,978298404;0,827417017;0,741841132;0,005761686;0,001076398;0,550328266;0,98694633;CALI
69756;1023,746;404,0026819;223,4443692;1,808068305;0,833130506;70822;298,0202974;0,77560097;0,98494818;0,836386467;0,737669107;0,005791655;0,001057862;0,544155711;0,983870694;CALI
69900;1013,617;397,2660549;225,9760098;1,758001016;0,822456587;70844;298,3277462;0,668669167;0,986674948;0,854947149;0,75095202;0,005683348;0,001114892;0,563928936;0,991387642;CALI
69978;1019,805;395,8064047;227,254477;1,74168804;0,818746181;70905;298,4941488;0,709104727;0,986926169;0,84554576;0,754141786;0,005656155;0,00112853;0,568729833;0,990549948;CALI
70037;1019,075;382,3720768;236,2449618;1,618540662;0,786303437;71309;298,6199558;0,70392482;0,982162139;0,847471504;0,780966953;0,005459572;0,001252763;0,609909382;0,987163135;CALI
70057;1009,313;384,7634657;233,6409592;1,646815126;0,794524037;70989;298,6625902;0,785559704;0,986871205;0,864190854;0,77622388;0,005492149;0,001229901;0,602523512;0,992244833;CALI
70090;1026,526;393,1827706;227,4275671;1,728826349;0,815734085;70820;298,7329237;0,74148127;0,989692177;0,835845515;0,759781318;0,005609684;0,001153115;0,577267651;0,997995526;CALI
70188;1041,532;403,257678;224,9807702;1,792409537;0,829902661;71768;298,9416953;0,799589884;0,977984617;0,813069174;0,741316809;0,005745393;0,001070323;0,549550612;0,985019758;CALI
70235;1038,267;416,5836291;216,2968656;1,925980887;0,854643081;71314;299,0417687;0,793293124;0,984869731;0,818738757;0,717843304;0,005931283;0,000971509;0,515299009;0,992456043;CALI
70263;1021,678;392,8862427;231,126409;1,69987603;0,808658622;71785;299,101371;0,748179146;0,978797799;0,845879441;0,761292554;0,005591652;0,001158581;0,579566352;0,98519095;CALI
70331;1037,407;403,1301199;224,9070412;1,792429964;0,829906935;71883;299,24607;0,791552244;0,97840936;0,821217713;0,742306405;0,005731898;0,001073522;0,551018799;0,987662606;CALI
70419;1051,305;409,8035123;220,3053173;1,860161694;0,843207858;71179;299,4332238;0,688451988;0,989322693;0,80064917;0,730675103;0,005819502;0,001023205;0,533886107;0,993114485;CALI
70448;1027,708;396,9221507;227,4069284;1,745426815;0,819607262;71325;299,4948738;0,764741641;0,987704171;0,838183404;0,754543109;0,005634257;0,001126556;0,569335304;0,993733106;CALI
70563;1014,222;393,4801157;229,3722556;1,715465171;0,812520752;71437;299,7392233;0,717351524;0,987765444;0,862026957;0,761764601;0,005576295;0,001158267;0,580285307;0,995459234;CALI
70586;1012,847;382,0235892;236,528212;1,615129062;0,785276235;71626;299,7880693;0,738455422;0,985480133;0,864650792;0,784737063;0,005412172;0,001266042;0,615812258;0,994616274;CALI
70724;1029,749;394,0018235;229,948757;1,713433152;0,812024329;71394;300,0809783;0,73887879;0,990615458;0,838134894;0,761623324;0,005570978;0,001156304;0,580070087;0,993911318;CALI
70731;1016,071;381,866283;238,37611;1,601948631;0,781232836;72273;300,0958284;0,823986486;0,978664231;0,860937351;0,785866262;0,005398853;0,001270211;0,617585782;0,989340697;CALI
70754;1027,569;409,3725229;221,4679481;1,848450425;0,841026657;71552;300,1446164;0,800022614;0,988847272;0,842051926;0,733182125;0,005785857;0,001031324;0,537556029;0,99364567;CALI
70873;1041,884;406,9148243;225,2563867;1,806451885;0,832801757;72616;300,3969145;0,703447112;0,975997025;0,820449667;0,738230452;0,005741465;0,00105189;0,5449842;0,984487735;CALI
70912;1012,143;371,718651;244,6784034;1,519213162;0,7528121;71891;300,4795544;0,761880204;0,986382162;0,869852962;0,808352106;0,005241971;0,001380628;0,653433127;0,992704207;CALI
70949;1003,932;390,1790758;232,7455746;1,676418881;0,802605922;71510;300,5579353;0,823227049;0,992154943;0,884601248;0,770307671;0,00549943;0,001194413;0,593373908;0,994743224;CALI
71041;1004,677;385,0415084;236,6119668;1,627312066;0,78890881;71806;300,7527398;0,776404372;0,989346294;0,884435182;0,781091735;0,00541999;0,001244476;0,610104298;0,992830086;CALI
71054;1038,906;399,2912621;231,6237724;1,72387859;0,814554342;73328;300,7802564;0,77999034;0,968988654;0,827267355;0,753285346;0,005619547;0,001116141;0,567438812;0,978195619;CALI
71156;1023,316;388,469527;234,1431002;1,659111572;0,797943527;71773;300,9960682;0,777814215;0,991403453;0,85388987;0,77482543;0,005459406;0,001213782;0,600354446;0,996055009;CALI
71176;1008,893;386,8971528;236,9260366;1,632987064;0,790567644;72118;301,0383661;0,823386509;0,986938074;0,878725489;0,778083695;0,005435781;0,001228986;0,605414236;0,988633615;CALI
71194;1045,404;402,7038224;228,8228748;1,759893204;0,822879238;72636;301,0764291;0,808728644;0,980147585;0,818624887;0,747637376;0,005656429;0,00109015;0,558961646;0,983712802;CALI
71197;1042,332;408,8520872;223,3958508;1,830168671;0,837525835;72056;301,0827725;0,718160544;0,988078717;0,823492061;0,736410017;0,005742547;0,001041749;0,542299713;0,992499945;CALI
71279;1047,026;418,5897609;218,7153973;1,913855934;0,852635995;72060;301,2561062;0,772362305;0,98916181;0,817064854;0,719692965;0,005872554;0,000971842;0,517957964;0,991296923;CALI
71492;1045,688;403,9154676;228,2627449;1,769519891;0,825005266;73300;301,7058858;0,73874451;0,975334243;0,821604979;0,746953038;0,0056498;0,001084891;0,557938842;0,987283879;CALI
71538;1047,25;413,0462106;223,8632581;1,845082637;0,840390646;73301;301,8029333;0,787412495;0,975948486;0,819682985;0,730675952;0,005773801;0,001015175;0,533887347;0,985066275;CALI
71764;1021,427;396,2894506;232,0263361;1,707950301;0,810674479;72598;302,2792793;0,705227987;0,98851208;0,864374277;0,762773975;0,00552212;0,001153106;0,581824136;0,993726708;CALI
71778;1026,734;400,300318;231,3022087;1,730637681;0,816163028;73394;302,3087628;0,778047564;0,977981851;0,855628673;0,755204903;0,005576922;0,001119009;0,570334445;0,987042282;CALI
71782;1024,023;401,4478656;230,8044774;1,739341759;0,818202502;73091;302,3171861;0,749681462;0,982090818;0,860212989;0,753067115;0,005592598;0,001109502;0,56711008;0,986398244;CALI
71826;1033,615;399,2830779;230,5615234;1,731785391;0,816434005;72664;302,4098271;0,737743814;0,988467467;0,844838971;0,757382028;0,005559033;0,001128337;0,573627536;0,993399786;CALI
71968;1016,094;387,0887561;238,2321232;1,624838628;0,788179263;72580;302,7086116;0,834798747;0,991567925;0,875954452;0,782013445;0,005378623;0,001240817;0,611545028;0,993661984;CALI
71970;1040,987;390,9669663;236,0461934;1,656315489;0,797173936;73124;302,7128178;0,780128775;0,984218588;0,834585346;0,774266994;0,00543236;0,001204291;0,599489378;0,992943543;CALI
72036;1058,429;417,1161631;220,9535069;1,887800601;0,848174475;72767;302,8515872;0,792824125;0,989954237;0,808045828;0,726060541;0,005790385;0,00099261;0,52716391;0,995180345;CALI
72114;1045,819;420,2636617;221,4410505;1,897857966;0,849921197;73362;303,0155054;0,814773806;0,982988468;0,82854556;0,721012862;0,005827768;0,000971525;0,519859547;0,986619582;CALI
72182;1024,349;393,577237;233,8967551;1,68269644;0,804255074;72828;303,1583362;0,79781155;0,991129785;0,864455973;0,770263897;0,005452568;0,001183965;0,59330647;0,998354685;CALI
72249;1022,963;390,621169;236,5468327;1,651348126;0,795795215;73146;303,2990008;0,757787754;0,987736855;0,867604614;0,776453057;0,005406596;0,001212173;0,60287935;0,995563685;CALI
72318;1038,352;399,2766927;232,7000454;1,71584278;0,812612775;73244;303,4437961;0,752246817;0,987357326;0,842882551;0,759983745;0,005521125;0,001136121;0,577575292;0,991028395;CALI
72372;1056,51;412,9624615;225,8448645;1,8285227;0,83720475;73044;303,557066;0,78874406;0,990800066;0,814766594;0,735071815;0,005706108;0,001027635;0,540330573;0,988006718;CALI
72431;1010,003;378,8942069;244,5432033;1,549395778;0,763833887;73434;303,6807756;0,77781596;0,986341477;0,892255056;0,801492264;0,005231106;0,00133159;0,642389849;0,99531612;CALI
72464;1020,117;385,2464013;241,9811373;1,59205137;0,778116134;73680;303,7499471;0,797561002;0,9834962;0,875048646;0,788456287;0,005316383;0,001267379;0,621663316;0,989719935;CALI
72477;1038,598;388,0337684;240,6997532;1,612107047;0,784359749;73544;303,7771922;0,808173506;0,985491678;0,844335615;0,782862774;0,005353888;0,001240485;0,612874122;0,988018692;CALI
72503;1048,874;409,7482505;229,4829452;1,785528115;0,828453137;74347;303,831675;0,697915965;0,975197385;0,82816944;0,741508169;0,005651466;0,001053913;0,549834365;0,981744717;CALI
72568;1033,053;402,0006704;232,2303312;1,731042919;0,816258777;73798;303,9678392;0,768029126;0,983332882;0,854495562;0,756137642;0,005539641;0,00111703;0,571744134;0,989713635;CALI
72624;1060,242;425,2045833;218,7976875;1,943368727;0,857448142;73654;304,0851011;0,779110434;0,986015695;0,8118579;0,715150102;0,005854877;0,000944684;0,511439668;0,993915857;CALI
72707;1017,465;385,5659854;241,5449444;1,596249453;0,779446739;73595;304,2588168;0,721070692;0,987933963;0,882565876;0,789122558;0,005303011;0,00126847;0,622714412;0,994007539;CALI
73076;1043,319;407,1067509;230,3264754;1,76752043;0,824566996;73830;305,0299214;0,665646463;0,989787349;0,843626859;0,749262744;0,005571005;0,001083053;0,56139466;0,992276531;CALI
73178;1033,997;398,3001474;235,9828981;1,687834799;0,805588803;73969;305,2427287;0,735161744;0,989306331;0,860105733;0,766363585;0,005442895;0,001158108;0,587313144;0,991287562;CALI
73236;1060,551;409,7792191;231,1191147;1,773021758;0,825768729;74642;305,3636706;0,721871211;0,98116342;0,818222399;0,745190718;0,005595325;0,001064326;0,555309206;0,984575305;CALI
73343;1038,02;400,9585686;233,8357477;1,714701762;0,812334493;73970;305,5866619;0,803230752;0,991523591;0,855376061;0,762140245;0,005466896;0,001137785;0,580857754;0,995997814;CALI
73431;1036,849;387,1660049;243,139603;1,592360932;0,778214689;74546;305,7699348;0,703281232;0,985042792;0,858337882;0,789764419;0,005272514;0,001265283;0,623727837;0,99319984;CALI
